Fim da primeira fase ... 
0.01
Fim da segunda fase ... 
24320
243.2
Total: 243.21
Suportadas = 87
Nao suportadas = 634
TOTAL DE SOLUCOES = 721

SUPORTADAS: 

Arvore 1
27 32 0 31
11 28 0 36
19 31 1 25
0 37 1 59
19 25 1 74
8 12 1 76
1 16 1 90
11 31 2 30
14 33 2 30
10 28 2 35
4 37 2 42
5 25 2 56
15 17 2 61
7 12 2 88
8 24 3 28
28 29 3 36
11 34 3 67
21 30 3 86
3 10 4 21
2 6 4 40
3 30 5 30
3 14 5 31
8 30 5 31
6 15 5 37
0 13 5 47
23 31 5 50
0 11 5 53
22 32 5 62
22 28 5 76
2 16 5 78
2 8 5 90
13 20 6 85
2 26 7 33
9 23 7 64
16 36 7 83
34 35 8 57
13 18 8 64
(137 1982)

Arvore 2
27 32 0 31
11 28 0 36
19 31 1 25
11 31 2 30
14 33 2 30
10 28 2 35
0 37 1 59
4 37 2 42
19 25 1 74
8 24 3 28
8 12 1 76
5 25 2 56
28 29 3 36
15 17 2 61
1 16 1 90
3 10 4 21
2 6 4 40
7 12 2 88
11 34 3 67
3 30 5 30
3 14 5 31
8 30 5 31
6 15 5 37
21 30 3 86
0 13 5 47
4 15 6 26
23 31 5 50
0 11 5 53
22 32 5 62
22 28 5 76
2 16 5 78
2 26 7 33
13 20 6 85
9 23 7 64
34 35 8 57
16 36 7 83
13 18 8 64
(138 1918)

Arvore 3
27 32 0 31
11 28 0 36
19 31 1 25
11 31 2 30
14 33 2 30
10 28 2 35
0 37 1 59
4 37 2 42
8 24 3 28
28 29 3 36
3 10 4 21
5 25 2 56
19 25 1 74
8 12 1 76
15 17 2 61
1 16 1 90
2 6 4 40
3 30 5 30
3 14 5 31
8 30 5 31
11 34 3 67
7 12 2 88
6 15 5 37
4 15 6 26
0 13 5 47
23 31 5 50
21 30 3 86
0 11 5 53
22 32 5 62
2 26 7 33
22 28 5 76
2 16 5 78
9 23 7 64
13 20 6 85
21 36 9 38
34 35 8 57
13 18 8 64
(140 1873)

Arvore 4
27 32 0 31
11 28 0 36
19 31 1 25
11 31 2 30
14 33 2 30
10 28 2 35
4 37 2 42
0 37 1 59
8 24 3 28
28 29 3 36
3 10 4 21
5 25 2 56
19 25 1 74
8 12 1 76
15 17 2 61
2 6 4 40
1 16 1 90
3 30 5 30
3 14 5 31
8 30 5 31
11 34 3 67
6 15 5 37
7 12 2 88
4 15 6 26
0 13 5 47
23 31 5 50
2 19 6 36
21 30 3 86
22 32 5 62
2 26 7 33
22 28 5 76
2 16 5 78
9 23 7 64
13 20 6 85
21 36 9 38
34 35 8 57
13 18 8 64
(141 1856)

Arvore 5
27 32 0 31
11 28 0 36
19 31 1 25
11 31 2 30
14 33 2 30
10 28 2 35
4 37 2 42
8 24 3 28
0 37 1 59
3 10 4 21
28 29 3 36
5 25 2 56
19 25 1 74
15 17 2 61
8 12 1 76
2 6 4 40
3 30 5 30
1 16 1 90
3 14 5 31
8 30 5 31
6 15 5 37
11 34 3 67
4 15 6 26
7 12 2 88
0 13 5 47
23 31 5 50
10 15 7 21
21 30 3 86
22 32 5 62
2 26 7 33
22 28 5 76
2 16 5 78
9 23 7 64
21 36 9 38
13 20 6 85
34 35 8 57
13 18 8 64
(142 1841)

Arvore 6
27 32 0 31
11 28 0 36
19 31 1 25
11 31 2 30
14 33 2 30
10 28 2 35
8 24 3 28
4 37 2 42
0 37 1 59
3 10 4 21
28 29 3 36
5 25 2 56
15 17 2 61
19 25 1 74
8 12 1 76
2 6 4 40
3 30 5 30
3 14 5 31
8 30 5 31
6 15 5 37
1 16 1 90
4 15 6 26
11 34 3 67
10 15 7 21
0 13 5 47
7 12 2 88
23 31 5 50
2 26 7 33
21 24 5 59
22 32 5 62
22 28 5 76
2 16 5 78
21 36 9 38
9 23 7 64
34 35 8 57
13 20 6 85
13 18 8 64
(144 1814)

Arvore 7
27 32 0 31
11 28 0 36
19 31 1 25
11 31 2 30
14 33 2 30
10 28 2 35
8 24 3 28
4 37 2 42
3 10 4 21
0 37 1 59
28 29 3 36
5 25 2 56
15 17 2 61
19 25 1 74
2 6 4 40
8 12 1 76
3 30 5 30
3 14 5 31
8 30 5 31
6 15 5 37
4 15 6 26
1 16 1 90
11 34 3 67
10 15 7 21
0 13 5 47
23 31 5 50
7 12 2 88
2 26 7 33
21 24 5 59
22 32 5 62
22 28 5 76
2 16 5 78
21 36 9 38
9 23 7 64
34 35 8 57
16 20 11 27
13 18 8 64
(149 1756)

Arvore 8
27 32 0 31
19 31 1 25
11 28 0 36
11 31 2 30
14 33 2 30
10 28 2 35
8 24 3 28
3 10 4 21
4 37 2 42
28 29 3 36
0 37 1 59
5 25 2 56
3 30 5 30
3 14 5 31
8 30 5 31
2 6 4 40
15 17 2 61
4 15 6 26
6 15 5 37
19 25 1 74
10 15 7 21
8 12 1 76
0 13 5 47
11 34 3 67
23 31 5 50
2 26 7 33
1 16 1 90
21 24 5 59
7 12 2 88
22 32 5 62
1 13 7 55
21 36 9 38
22 28 5 76
16 20 11 27
9 23 7 64
34 35 8 57
13 18 8 64
(151 1733)

Arvore 9
27 32 0 31
19 31 1 25
11 28 0 36
11 31 2 30
14 33 2 30
10 28 2 35
8 24 3 28
3 10 4 21
4 37 2 42
28 29 3 36
0 37 1 59
3 30 5 30
3 14 5 31
8 30 5 31
2 6 4 40
4 15 6 26
5 25 2 56
10 15 7 21
6 15 5 37
15 17 2 61
19 25 1 74
8 12 1 76
0 13 5 47
2 26 7 33
19 34 8 27
23 31 5 50
21 24 5 59
1 16 1 90
22 32 5 62
7 12 2 88
21 36 9 38
1 13 7 55
16 20 11 27
22 28 5 76
9 23 7 64
34 35 8 57
13 18 8 64
(156 1693)

Arvore 10
27 32 0 31
19 31 1 25
11 28 0 36
11 31 2 30
14 33 2 30
10 28 2 35
8 24 3 28
3 10 4 21
4 37 2 42
28 29 3 36
3 30 5 30
0 37 1 59
3 14 5 31
8 30 5 31
2 6 4 40
4 15 6 26
5 25 2 56
10 15 7 21
6 15 5 37
15 17 2 61
19 25 1 74
3 12 6 39
0 13 5 47
2 26 7 33
19 34 8 27
23 31 5 50
21 24 5 59
1 16 1 90
22 32 5 62
21 36 9 38
7 12 2 88
1 13 7 55
16 20 11 27
22 28 5 76
9 23 7 64
34 35 8 57
13 18 8 64
(161 1656)

Arvore 11
27 32 0 31
19 31 1 25
11 28 0 36
11 31 2 30
14 33 2 30
3 10 4 21
8 24 3 28
10 28 2 35
4 37 2 42
28 29 3 36
3 30 5 30
3 14 5 31
8 30 5 31
4 15 6 26
0 37 1 59
2 6 4 40
10 15 7 21
5 25 2 56
6 15 5 37
15 17 2 61
3 12 6 39
2 26 7 33
19 34 8 27
0 13 5 47
19 25 1 74
23 31 5 50
21 24 5 59
22 32 5 62
21 36 9 38
1 16 1 90
16 20 11 27
1 13 7 55
7 12 2 88
9 22 10 44
22 28 5 76
34 35 8 57
13 18 8 64
(164 1636)

Arvore 12
19 31 1 25
27 32 0 31
11 28 0 36
11 31 2 30
14 33 2 30
3 10 4 21
8 24 3 28
10 28 2 35
28 29 3 36
4 37 2 42
3 30 5 30
3 14 5 31
8 30 5 31
4 15 6 26
10 15 7 21
2 6 4 40
0 37 1 59
6 15 5 37
5 25 2 56
15 17 2 61
19 34 8 27
2 26 7 33
3 12 6 39
0 13 5 47
23 31 5 50
19 25 1 74
21 24 5 59
21 36 9 38
22 32 5 62
16 20 11 27
1 16 1 90
1 13 7 55
7 12 2 88
9 22 10 44
34 35 8 57
9 23 7 64
13 18 8 64
(166 1624)

Arvore 13
19 31 1 25
27 32 0 31
11 28 0 36
11 31 2 30
14 33 2 30
3 10 4 21
8 24 3 28
10 28 2 35
28 29 3 36
4 37 2 42
3 30 5 30
3 14 5 31
8 30 5 31
4 15 6 26
10 15 7 21
2 6 4 40
0 37 1 59
6 15 5 37
5 25 2 56
15 17 2 61
19 34 8 27
2 26 7 33
3 12 6 39
0 13 5 47
23 31 5 50
19 25 1 74
21 24 5 59
21 36 9 38
16 20 11 27
22 32 5 62
1 13 7 55
1 16 1 90
