Fim da primeira fase ... 
0.02
Fim da segunda fase ... 
109657
1096.57
Total: 1096.59
Suportadas = 122
Nao suportadas = 3680
TOTAL DE SOLUCOES = 3802

SUPORTADAS: 

Arvore 1
4 48 0 87
30 33 0 87
4 40 0 94
0 26 0 98
4 7 0 98
4 11 0 99
7 38 0 100
2 20 1 85
8 12 1 88
12 43 1 89
29 49 1 89
3 49 1 90
12 30 1 94
19 29 2 84
40 46 2 85
4 20 2 87
34 43 2 87
32 39 2 90
7 29 2 92
25 47 2 92
2 36 2 93
1 45 2 95
20 30 2 95
31 42 2 98
10 40 3 83
12 42 3 83
37 48 3 83
32 45 3 84
24 28 3 85
2 47 3 87
7 21 3 87
0 35 3 89
2 28 3 89
1 31 3 90
10 23 3 90
14 20 4 88
5 9 4 90
33 41 4 90
10 26 4 91
18 19 4 91
15 32 5 82
6 9 5 84
12 44 5 94
17 27 6 83
4 16 6 87
6 39 7 87
13 25 7 88
1 17 7 93
15 22 8 85
(137 4379)

Arvore 2
4 48 0 87
30 33 0 87
2 20 1 85
4 40 0 94
8 12 1 88
12 43 1 89
29 49 1 89
0 26 0 98
4 7 0 98
3 49 1 90
4 11 0 99
7 38 0 100
19 29 2 84
40 46 2 85
12 30 1 94
4 20 2 87
34 43 2 87
32 39 2 90
10 40 3 83
12 42 3 83
37 48 3 83
7 29 2 92
25 47 2 92
32 45 3 84
2 36 2 93
24 28 3 85
1 45 2 95
20 30 2 95
2 47 3 87
7 21 3 87
0 35 3 89
2 28 3 89
31 42 2 98
1 31 3 90
10 23 3 90
14 20 4 88
5 9 4 90
33 41 4 90
0 45 5 82
15 32 5 82
18 19 4 91
6 9 5 84
17 27 6 83
12 44 5 94
4 16 6 87
6 39 7 87
13 25 7 88
1 17 7 93
15 22 8 85
(138 4370)

Arvore 3
4 48 0 87
30 33 0 87
2 20 1 85
4 40 0 94
8 12 1 88
12 43 1 89
29 49 1 89
3 49 1 90
0 26 0 98
4 7 0 98
4 11 0 99
19 29 2 84
7 38 0 100
40 46 2 85
12 30 1 94
4 20 2 87
34 43 2 87
32 39 2 90
10 40 3 83
12 42 3 83
37 48 3 83
32 45 3 84
7 29 2 92
25 47 2 92
24 28 3 85
2 36 2 93
2 47 3 87
7 21 3 87
1 45 2 95
20 30 2 95
0 35 3 89
2 28 3 89
1 31 3 90
1 38 3 90
10 23 3 90
14 20 4 88
0 45 5 82
15 32 5 82
5 9 4 90
33 41 4 90
18 19 4 91
6 9 5 84
17 27 6 83
12 44 5 94
4 16 6 87
6 39 7 87
13 25 7 88
15 22 8 85
1 17 7 93
(139 4362)

Arvore 4
4 48 0 87
30 33 0 87
2 20 1 85
4 40 0 94
8 12 1 88
12 43 1 89
29 49 1 89
3 49 1 90
19 29 2 84
0 26 0 98
4 7 0 98
40 46 2 85
4 11 0 99
7 38 0 100
4 20 2 87
34 43 2 87
12 30 1 94
10 40 3 83
12 42 3 83
